,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,platforms,release_date,categories,dlc,ccu,languages,genres,tags,Review_rating
0,511720,MAGIX Video deluxe 2017 Plus Steam Edition,MAGIX Software GmbH,MAGIX Software GmbH,,39,44,0,0 .. 20 k,0,0,0,0,0.0,0,0,2,['windows'],"5 Sep, 2016",[],[],2,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Russian', 'Swedish']",Video Production,['Video Production'],0.46987951807228917
1,625730,Cefore,Pixelz Games,Skydance Interactive,,39,13,0,0 .. 20 k,0,0,0,0,9.99,999,0,1,['windows'],"9 Nov, 2018","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']",[840520],1,"['English', 'French', 'Spanish - Spain', 'Japanese', 'Russian', 'Simplified Chinese']","Indie, Simulation, Strategy","['Indie', 'Simulation', 'Strategy', 'Puzzle', 'Sandbox', 'Casual', 'Destruction', 'Sci-fi']",0.75
2,740240,Snake Eyes Dungeon,Tetabester,"GrabTheGames, Tetabester, Inca Games",,39,34,0,0 .. 20 k,0,0,0,0,4.99,499,0,0,['windows'],"21 Dec, 2017","['Single-player', 'Steam Achievements']",[],0,['English'],"Casual, Strategy","['Strategy', 'Casual', 'Rogue-like', 'Pixel Graphics', 'Indie', 'RPG', 'Board Game', 'Card Game', 'Card Battler', 'Turn-Based Tactics', 'Traditional Roguelike', '2D', 'Fantasy', 'Medieval', 'Singleplayer', 'Loot', 'Werewolves', 'Tabletop', 'Dungeon Crawler', 'Grid-Based Movement']",0.5342465753424658
3,774411,Temple of Xiala,Hannes Delbeke,Hannes Delbeke,,39,36,0,0 .. 20 k,5,0,5,0,1.99,199,0,0,['windows'],"15 Feb, 2018","['Single-player', 'Steam Achievements', 'Steam Cloud']",[],0,['English'],"Casual, Indie, Early Access","['Indie', 'Casual', 'Early Access', 'Puzzle']",0.52
4,782100,#CuteSnake,Sunrise9,Sunrise9,,39,36,0,0 .. 20 k,0,0,0,0,0.99,99,0,0,['windows'],"15 Mar, 2018","['Single-player', 'Steam Achievements']",[],0,['English'],"Casual, Indie, Simulation","['Casual', 'Indie', 'Simulation']",0.52
5,844950,Eternal Fantasy,"Circus, YAMAYURI GAMES",SakuraGame,,39,17,0,0 .. 20 k,0,0,0,0,0.99,999,90,1,['windows'],"18 Oct, 2018","['Single-player', 'Steam Cloud']",[909340],1,"['English', 'Not supported', 'Japanese', 'Traditional Chinese']","Adventure, Indie, RPG","['Sexual Content', 'Nudity', 'Adventure', 'Indie', 'RPG', 'Visual Novel', 'Anime']",0.6964285714285714
6,1010780,Wings of Glass 玻璃の羽,Sayuri Artsy,Eager Passion LLC,,39,5,0,0 .. 20 k,0,0,0,0,5.99,599,0,0,"['windows', 'mac']","11 Feb, 2019","['Single-player', 'Full controller support']",[],0,"['English', 'Japanese']","Action, Adventure, Indie","['Action', 'Adventure', 'Indie', 'Female Protagonist', 'Puzzle-Platformer', 'Anime', '3D Platformer']",0.8863636363636364
7,1138990,B.i.t.Lock,"Petorio, Peter Hofbauer",Peter Hofbauer,,39,3,0,0 .. 20 k,0,0,0,0,0.0,0,0,0,"['windows', 'mac', 'linux']","6 Sep, 2019","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']",[1727170],0,['English'],"Casual, Free to Play, Indie","['Sokoban', 'Puzzle', '2D', 'Relaxing', 'Casual', 'Minimalist', 'Abstract', 'Logic', 'Level Editor', 'Colorful', 'Pixel Graphics', 'Atmospheric', 'Retro', 'Grid-Based Movement', 'Singleplayer', 'Free to Play', 'Indie']",0.9285714285714286
8,1342080,"The Maiden, the Butler, and the Witch",PEACH CAT,Kagura Games,,39,7,0,0 .. 20 k,0,0,0,0,14.99,1499,0,1,['windows'],"10 Feb, 2023","['Single-player', 'Steam Cloud']",[],1,"['English', 'Japanese', 'Simplified Chinese']","Action, Adventure, Indie, RPG","['RPG', 'Adventure', 'JRPG', 'Action', 'Anime', 'Singleplayer', 'Sexual Content', 'Indie', 'Mature', 'Nudity', 'RPGMaker', 'Female Protagonist']",0.8478260869565217
9,1949300,EXIT - The Curse of Ophir,Nementic Games,USM,,39,5,0,0 .. 20 k,0,0,0,0,7.99,799,0,1,"['windows', 'mac']","29 Jun, 2022","['Single-player', 'Steam Achievements', 'Steam Cloud']",[],1,"['English', 'French', 'German', 'Spanish - Spain']","Adventure, Indie","['Adventure', 'Puzzle', 'Mystery Dungeon', '2D', '3D', 'Hand-drawn', 'America', 'Detective', 'Investigation', 'Logic', 'Mystery', 'Time Travel', 'Narration', 'Linear', 'Tutorial', 'Multiple Endings', 'Singleplayer', 'Time Manipulation', 'Indie', 'Escape Room']",0.8863636363636364
