,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,platforms,release_date,categories,dlc,ccu,languages,genres,tags,Review_rating
0,2122010,Rise Of A Hero,ismail özel,ismail özel,,9,5,0,0 .. 20 k,0,0,0,0,9.99,999,0,1,['windows'],"8 Sep, 2023",['Single-player'],[],1,['English'],"Action, Adventure, Indie","['Action', 'FPS', 'Adventure', 'Action-Adventure', '3D', 'Shooter', 'First-Person', 'Hero Shooter', 'Exploration', 'Realistic', 'Military', 'Indie', 'Old School', 'War', 'Linear', 'Combat', 'Singleplayer']",0.6428571428571429
1,2233900,CATACOMBS: The Beginning,BloodRain Publishing,Conglomerate 5,,9,5,0,0 .. 20 k,0,0,0,0,0.99,99,0,0,['windows'],"27 Jan, 2023",['Single-player'],[],0,['English'],"Action, Adventure, Casual, Indie, Simulation","['Casual', 'Simulation', 'Action', 'Shooter', 'Exploration', '3D', 'First-Person', 'Pixel Graphics', 'Adventure', 'Indie', 'Survival', 'Story Rich', 'Singleplayer', 'Fast-Paced', 'War', 'Family Friendly', 'Minimalist', 'Gore', 'Horror', 'Comedy']",0.6428571428571429
2,2244620,Blacklight,Okaemon,Okaemon,,9,0,0,0 .. 20 k,0,0,0,0,2.8,280,0,0,['windows'],"29 Dec, 2022","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play Together']",[],0,"['English', 'Japanese']","Action, Indie","['Action', 'PvP', '2D Fighter', '2D', 'Multiplayer', 'Indie']",1.0
3,2250520,Doodle World Deluxe,"Nate Peters, Acutis Games",Nami Tentou,,9,0,0,0 .. 20 k,0,0,0,0,9.99,999,0,0,"['windows', 'mac']","31 Mar, 2023","['Single-player', 'Full controller support']",[],0,"['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Ukrainian']","Action, Adventure, Indie","['Action', 'Adventure', 'Platformer', '2D Platformer', '2D', 'Pixel Graphics', 'Family Friendly', 'Controller', 'Singleplayer', 'Stylized', 'Colorful', 'Cute', '1980s', 'Funny', 'Old School', 'Retro', 'Linear', 'Indie']",1.0
4,2168880,Rogue Blaster,"SE.EED CO.,LTD","SE.EED CO.,LTD",,9,1,0,0 .. 20 k,0,0,0,0,4.99,499,0,0,['windows'],"26 Jan, 2023","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",[],0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']","Action, Casual, Indie","['Casual', 'Rogue-like', 'FPS', '3D', 'Sci-fi', 'Fantasy', 'PvE', 'Indie', 'Action', 'Character Customization', 'Singleplayer']",0.9
5,2202150,NOT ME,storm game,storm game,,9,1,0,0 .. 20 k,0,0,0,0,19.99,1999,0,0,['windows'],"2 Mar, 2023","['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'VR Only']",[],0,"['English', 'Simplified Chinese']","Adventure, Casual, Simulation, Early Access","['Asymmetric VR', 'Adventure', 'First-Person', 'Casual', 'Massively Multiplayer', 'Simulation', '360 Video', 'Physics', 'Online Co-Op', 'VR', 'Tabletop', 'Early Access', 'Strategy RPG', 'PvP', 'Multiplayer', 'Co-op', 'VR Only']",0.9
6,2289670,Ghosting Vandal,Daltair,Daltair,,9,1,0,0 .. 20 k,0,0,0,0,3.99,399,0,0,['windows'],"5 Feb, 2023","['Single-player', 'Full controller support']",[],0,['English'],"Action, Adventure, Indie, Early Access","['Action', 'Adventure', 'Shooter', 'Platformer', 'Side Scroller', 'Hack and Slash', '2D Platformer', '2D', 'Anime', 'Cartoony', 'Cyberpunk', 'Retro', 'Old School', 'Linear', 'Controller', 'Indie', 'Female Protagonist', 'Singleplayer', 'Early Access']",0.9
7,2258380,Pact of Steel,Steel Potato Games LLC,Steel Potato Games LLC,,9,0,0,0 .. 20 k,0,0,0,0,14.99,1499,0,0,['windows'],"28 Feb, 2023",['Single-player'],[],0,['English'],"Strategy, Early Access","['Strategy', 'Tower Defense', 'Action RTS', 'Top-Down Shooter', '3D', 'Top-Down', 'Early Access', 'World War II', 'Singleplayer']",1.0
8,2295210,The Aching,Hadrosaurus Software,Hadrosaurus Software,,9,1,0,0 .. 20 k,0,0,0,0,9.99,999,0,0,"['windows', 'mac', 'linux']","5 Apr, 2023",['Single-player'],[],0,['English'],"Adventure, Indie","['Interactive Fiction', 'Horror', 'Surreal', 'Exploration', 'Dark Fantasy', 'Pixel Graphics', 'Adventure', 'Retro', 'Typing', 'Lore-Rich', 'Atmospheric', 'Mystery', '1980s', '2D', 'Text-Based', 'Multiple Endings', 'Story Rich', 'Stylized', 'Supernatural', 'Singleplayer']",0.9
9,2390220,Expel,KarashiRenkon Hobbies,KarashiRenkon Hobbies,,9,2,0,0 .. 20 k,0,0,0,0,4.99,499,0,0,['windows'],"2 May, 2023",['Single-player'],[],0,"['English', 'Japanese']",Action,"['Action', 'Horror', '3D', 'PvE', 'Singleplayer']",0.8181818181818182
