,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,platforms,release_date,categories,dlc,ccu,languages,genres,tags,Review_rating
0,600310,Rogue'n Roll,Pierre Brengues,Pierre Brengues,,25,10,0,0 .. 20 k,0,0,0,0,4.99,499,0,1,['windows'],"27 Feb, 2017","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",[],1,['English'],"Action, Indie","['Action Roguelike', 'Action', 'Indie', 'Rogue-lite', 'Top-Down Shooter', 'Fast-Paced', 'Hack and Slash', 'Bullet Hell', 'Rogue-like']",0.7142857142857143
1,244750,Aztez,Team Colorblind,Team Colorblind,,139,36,0,0 .. 20 k,0,0,0,0,19.99,1999,0,1,"['windows', 'mac', 'linux']","1 Aug, 2017","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV']",[],1,['English'],"Action, Indie, Strategy","['Action', 'Indie', 'Strategy', ""Beat 'em up"", 'Character Action Game', '2D Fighter', 'Hack and Slash', 'Fighting', 'Singleplayer', 'Spectacle fighter']",0.7942857142857143
2,2203990,Commando Hero,Ismail Avci,Ismail Avci,,99,15,0,0 .. 20 k,0,0,0,0,4.99,499,0,0,['windows'],"28 Apr, 2023","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",[],0,"['English', 'Simplified Chinese', 'Turkish', 'Japanese', 'Korean', 'German']","Casual, Indie, Racing","['Racing', 'Casual', 'Runner', 'Precision Platformer', '3D', 'Third Person', 'Military', 'Parkour', 'Singleplayer', 'Score Attack', 'Platformer', 'Time Attack', 'Indie', 'Early Access']",0.868421052631579
3,997060,Kotodama: The 7 Mysteries of Fujisawa,"Art Co. Ltd, PQube",PQube,,35,22,0,0 .. 20 k,0,0,0,0,7.49,2999,75,0,['windows'],"31 May, 2019","['Single-player', 'Steam Achievements']",[],0,"['English', 'Japanese']",Adventure,"['Anime', 'Visual Novel', 'Puzzle', 'Nudity', 'Story Rich', 'Match 3', 'Sexual Content', 'Mature', 'Hentai', 'Dating Sim', 'Comedy', 'Funny', 'Romance', 'Choices Matter', 'Multiple Endings', 'Singleplayer', 'Indie', 'NSFW', 'Adventure', 'Casual']",0.6140350877192983
4,1637510,Whitehaven,Somnambulist Games,Somnambulist Games,,28,18,0,0 .. 20 k,0,0,0,0,9.99,999,0,0,['windows'],"18 Oct, 2021","['Single-player', 'Steam Achievements']",[],0,"['English', 'Spanish - Spain']",Adventure,"['Horror', 'Psychological Horror', 'Survival Horror', 'Dark', 'First-Person', 'Atmospheric', 'Singleplayer', 'Thriller', 'Survival', 'Walking Simulator', 'Psychological', 'Exploration', 'Short', 'Story Rich', 'Linear', 'Violent', 'Adventure', 'Mystery', 'Female Protagonist', 'Mature']",0.6086956521739131
5,839080,DRAW CHILLY,AZAMATIKA,AZAMATIKA,,133,28,0,0 .. 20 k,0,0,0,0,4.99,499,0,0,['windows'],"12 Nov, 2019","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']","[1164530, 1166390]",0,"['English', 'Russian', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Korean', 'Turkish']","Action, Casual, Indie","['Indie', 'Arcade', 'Pixel Graphics', '2D', 'Replay Value', 'Comedy', 'Funny', 'Singleplayer', 'Memes', 'Dark Humor', 'Retro', 'Side Scroller', 'Cute', 'Hand-drawn', 'Colorful', 'Atmospheric', 'Lore-Rich', 'Management', 'Satire', 'Supernatural']",0.8260869565217391
6,1751630,Hello Lady! - Complete Edition,AKATSUKI-WORKS,"NekoNyan Ltd., HIKARI FIELD",,248,32,0,0 .. 20 k,0,0,0,0,29.99,2999,0,3,['windows'],"21 Jan, 2022","['Single-player', 'Steam Achievements', 'Steam Cloud']",[],3,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']","Adventure, Casual","['Visual Novel', 'Story Rich', 'Mystery', 'Romance', 'Casual', 'Drama', 'Multiple Endings', 'Anime', 'Adventure', 'Singleplayer', 'Sexual Content', 'Dating Sim', 'Interactive Fiction', '2D Platformer', 'Violent']",0.8857142857142857
7,332270,Gunmetal Arcadia,Minor Key Games,Minor Key Games,,37,13,0,0 .. 20 k,0,0,0,0,9.99,999,0,0,"['windows', 'mac', 'linux']","7 Feb, 2017","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",[574320],0,"['English', 'French']","Action, Adventure, Indie","['Action Roguelike', 'Side Scroller', 'Hack and Slash', 'Rogue-lite', 'Dungeon Crawler', 'Perma Death', 'Difficult', 'Platformer', 'Survival', 'Rogue-like', 'RPG', '2D', 'Steampunk', 'Choices Matter', 'Multiple Endings', 'Action', 'Pixel Graphics', 'Colorful', 'Gothic', 'Dark Fantasy']",0.74
8,1541130,Researcher,Luci Entertainment,Luci Entertainment,,6,7,0,0 .. 20 k,0,0,0,0,0.99,99,0,0,['windows'],"18 Feb, 2021","['Single-player', 'Steam Achievements']",[],0,['English'],"Casual, Indie","['Casual', 'Platformer', '2D Platformer', '2D', 'Pixel Graphics', ""1990's"", 'Indie', 'Singleplayer']",0.46153846153846156
9,1646390,Spheriums,Braintonik GameStudios,Braintonik GameStudios,,28,2,0,0 .. 20 k,0,0,0,0,14.99,1499,0,1,['windows'],"13 Dec, 2021","['Single-player', 'Steam Achievements', 'Partial Controller Support']",[],1,"['English', 'French']","Action, Adventure, Indie, Early Access","['Early Access', 'Exploration', 'FPS', 'Action-Adventure', 'Shooter', 'Action', 'Colorful', 'Stylized', 'Cartoony', 'Minimalist', 'Atmospheric', 'Emotional', 'Aliens', 'Adventure', 'Combat', 'Inventory Management', 'Resource Management', 'Family Friendly', 'Fantasy', 'Space']",0.9333333333333333
