,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,platforms,release_date,categories,dlc,ccu,languages,genres,tags,Review_rating
0,1707280,ShiroKuro's Adventure,kinetworks,kinetworks,,2,0,0,0 .. 20 k,0,0,0,0,3.99,399,0,0,['windows'],"20 Aug, 2021","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",[],0,"['English', 'Japanese']","Action, Indie","['Action', 'Action RPG', 'Cute', 'Split Screen', 'Top-Down', 'Fantasy', 'PvE', 'Indie', 'Female Protagonist', 'Singleplayer']",1.0
1,1669390,The Tragedy of little Joy,Lasse Eversmeier,Lasse Eversmeier,,3,0,0,0 .. 20 k,0,0,0,0,5.99,599,0,0,['windows'],"16 Dec, 2021",['Single-player'],[],0,"['English', 'German']","Adventure, Indie","['Adventure', 'Platformer', 'Visual Novel', '3D Platformer', 'Indie', 'Precision Platformer', '3D', 'Third Person', 'Cute', 'Atmospheric', 'Emotional', 'Combat', 'Singleplayer']",1.0
2,1565030,Wind of shuriken,Gamenergy studio,Gamenergy studio,,3,1,0,0 .. 20 k,0,0,0,0,7.99,799,0,0,['windows'],"19 Jul, 2021","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']",[],0,"['English', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Japanese']","Action, Adventure, Indie","['Action-Adventure', 'Action', '2D Platformer', 'Adventure', 'Platformer', 'Ninja', 'Controller', 'Indie', 'Team-Based', 'Arcade']",0.75
3,1598590,此刻探索中,Tony Chan,Tony Chan,,3,2,0,0 .. 20 k,0,0,0,0,7.99,799,0,0,['windows'],"30 Apr, 2021",['Single-player'],[],0,['Traditional Chinese'],"Casual, Indie, Strategy","['Visual Novel', 'Word Game', 'Interactive Fiction', 'Indie', 'Drama', 'Dungeon Crawler', 'Mystery Dungeon', 'Clicker', 'Exploration', 'Strategy', 'Casual', 'Anime']",0.6
4,1636050,Last Boss -9x9 Action Battle-,Kudone,Kudone,,3,0,0,0 .. 20 k,0,0,0,0,1.99,199,0,0,['windows'],"7 Jun, 2021",['Single-player'],[],0,"['English', 'Japanese']","Action, Indie","['Action', '3D Fighter', 'Arcade', 'Hero Shooter', '3D', 'Magic', 'Indie', 'Singleplayer']",1.0
5,1754940,Treffen,Snake,Snake,,3,0,0,0 .. 20 k,0,0,0,0,2.99,299,0,0,['windows'],"29 Sep, 2021",['Single-player'],[],0,['English'],"Action, Adventure, Indie, Simulation, Sports","['Adventure', 'Simulation', 'Sports', 'Action', '2D Fighter', ""Beat 'em up"", 'Side Scroller', 'Choose Your Own Adventure', '2D', 'Top-Down', 'Third Person', 'Atmospheric', 'Boxing', 'Conversation', 'Combat', 'PvE', 'Tutorial', 'Singleplayer', 'Indie']",1.0
6,1673180,That Role Playing,EyeZary Games,EyeZary Games,,3,4,0,0 .. 20 k,0,0,0,0,4.99,499,0,0,['windows'],"20 Oct, 2021","['Single-player', 'Steam Achievements']",[],0,"['English', 'Russian']","Action, Adventure, Indie, RPG, Strategy","['RPG', 'Adventure', 'Puzzle', 'Action RPG', 'Mystery Dungeon', 'Dungeon Crawler', 'Hack and Slash', 'Exploration', 'Action Roguelike', 'Real Time Tactics', 'Stylized', 'Pixel Graphics', 'Atmospheric', 'Fantasy', 'Tactical', 'Mystery', 'Grid-Based Movement', 'Choices Matter', 'Multiple Endings', 'Singleplayer']",0.42857142857142855
7,1793680,The Holy Chalice,devmeat,devmeat,,3,0,0,0 .. 20 k,0,0,0,0,2.99,299,0,0,['windows'],"20 Apr, 2022","['Single-player', 'Steam Achievements']",[],0,['English'],"Action, Adventure, Indie, Early Access","['Bullet Hell', 'Action', 'Top-Down Shooter', 'Adventure', 'Rogue-lite', 'Rogue-like', 'Procedural Generation', 'Pixel Graphics', 'Fantasy', 'Indie', 'Gore', 'Violent', 'Early Access', 'Singleplayer']",1.0
8,1824070,Rejoinder,BigFrog Studios,BigFrog Studios,,3,2,0,0 .. 20 k,0,0,0,0,4.99,499,0,0,"['windows', 'linux']","23 Mar, 2022","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",[],0,"['English', 'Portuguese - Brazil']","Action, Casual, Indie","['Action Roguelike', 'Rogue-lite', 'Action RPG', 'Difficult', 'Rogue-like', 'Indie', 'Dungeon Crawler', 'Hack and Slash', 'Top-Down', 'Casual', '3D', 'Cute', 'Action', 'Colorful', 'Family Friendly', 'Fantasy', 'Singleplayer']",0.6
9,1716860,Run Ninja Run,Kevin Gargitter,Kevin Gargitter,,3,0,0,0 .. 20 k,0,0,0,0,0.99,99,0,0,['windows'],"1 Feb, 2022",['Single-player'],[],0,['English'],"Casual, Indie, Racing","['Ninja', '2D Platformer', 'Runner', 'Racing', 'Casual', 'Collectathon', 'Platformer', '2D', 'Combat Racing', 'Retro', 'Cartoony', 'Indie', 'Colorful', 'Fantasy', 'Score Attack', 'Combat', 'Singleplayer']",1.0
10,1846060,Scripture,Mehmet A. Candak,Avocado,,3,3,0,0 .. 20 k,0,0,0,0,14.99,1499,0,0,['windows'],"17 Jan, 2022",['Single-player'],[],0,['English'],"Action, Adventure, Casual, Indie, RPG, Early Access","['Early Access', 'Action', 'Adventure', 'Indie', 'Casual', 'RPG', 'Action RPG', 'Action-Adventure', 'Sandbox', 'Walking Simulator', 'Hack and Slash', '3D', '3D Vision', 'Colorful', 'Cute', 'Third Person', 'Mythology', 'War', 'Magic', 'Historical']",0.5
11,1900520,Hyperstrix,VeryHardMemeStudio,VeryHardMemeStudio,,3,0,0,0 .. 20 k,0,0,0,0,1.99,199,0,0,['windows'],"9 May, 2022","['Single-player', 'Steam Achievements']",[],0,['English'],Indie,"['Casual', 'Action', 'Arcade', 'Shooter', 'Indie', 'On-Rails Shooter', 'Top-Down Shooter', '2D', 'Pixel Graphics', '1980s', 'Atmospheric', 'Singleplayer']",1.0
12,1909560,Mission Twentyeight,PatrickRMC,PatrickRMC,,3,0,0,0 .. 20 k,0,0,0,0,1.99,199,0,0,['windows'],"9 Jun, 2022",['Single-player'],[],0,['English'],"Action, Indie","['Action', 'Platformer', 'Side Scroller', '2D', 'Cinematic', 'Pixel Graphics', 'Cyberpunk', 'Fantasy', 'Futuristic', 'Combat', 'Indie', 'Female Protagonist', 'Linear', 'Singleplayer']",1.0
13,1910890,Hacking for Hermann,Philip Schmiel Development,Philip Schmiel Development,,3,0,0,0 .. 20 k,0,0,0,0,7.99,799,0,0,['windows'],"10 May, 2022",['Single-player'],[],0,"['English', 'German']","Indie, RPG","['Indie', 'RPG', 'Programming', 'Puzzle', 'Logic', 'Robots', 'Inventory Management', 'Automation', 'Hacking', 'Combat', 'Education', 'Abstract', 'Minimalist', 'Resource Management', 'Singleplayer', 'Experimental', '2D', 'PvE']",1.0
14,1964580,ZEROCRON,T.R.S.,T.R.S.,,3,0,0,0 .. 20 k,0,0,0,0,4.99,499,0,0,['windows'],"12 Jun, 2022","['Single-player', 'Full controller support']",[],0,['English'],"Action, Casual, Indie","['Action', ""Shoot 'Em Up"", 'Twin Stick Shooter', 'Arcade', 'Top-Down Shooter', 'Shooter', 'Old School', 'Retro', '2D', 'Colorful', 'Pixel Graphics', 'Top-Down', 'Casual', '1980s', ""1990's"", 'Futuristic', 'Sci-fi', 'Space', 'Controller', 'Combat']",1.0
