,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,platforms,release_date,categories,dlc,ccu,languages,genres,tags,Review_rating
0,750670,SUSHIDO VS ZOMBIES,AMG GAMES,AMG GAMES,,1,0,0,0 .. 20 k,0,0,0,0,3.99,399,0,0,['windows'],"18 Dec, 2017","['Single-player', 'Tracked Controller Support', 'VR Only']",[],0,"['English', 'Japanese']",Action,"['Action', 'Violent', 'VR', 'VR Only']",1.0
1,728620,RibbonChase,Captain,Captain,,1,0,0,0 .. 20 k,0,0,0,0,9.99,999,0,0,['windows'],"14 Nov, 2017","['Single-player', 'Tracked Controller Support', 'VR Only']",[],0,"['English', 'Simplified Chinese']","Casual, Racing","['Casual', 'Racing', 'VR', 'Flight', 'VR Only']",1.0
2,740730,Station Commander,Technically Competent,Technically Competent,,1,2,0,0 .. 20 k,0,0,0,0,4.99,499,0,0,"['windows', 'mac', 'linux']","18 Dec, 2017",['Single-player'],[],0,['English'],"Indie, Simulation, Strategy","['Strategy', 'Indie', 'Simulation']",0.3333333333333333
3,727330,Last Salvo,Triple Distilled Games,Triple Distilled Games,,1,2,0,0 .. 20 k,0,0,0,0,5.99,599,0,0,['windows'],"20 Dec, 2017","['Single-player', 'Partial Controller Support']",[],0,['English'],"Action, Indie, Early Access","['Action', 'Indie', 'Early Access', 'Gore', 'Violent', 'Retro']",0.3333333333333333
4,701370,Pop Pop Boom Boom VR,"Thorne Media, LLC","Thorne Media, LLC",,1,1,0,0 .. 20 k,0,0,0,0,4.99,499,0,0,['windows'],"1 Dec, 2017","['Single-player', 'Tracked Controller Support', 'VR Only']",[],0,['English'],"Action, Indie","['Action', 'Indie', 'VR', 'VR Only']",0.5
5,757400,CITY BALLS VR,Thiele Media,Thiele Media,,1,0,0,0 .. 20 k,0,0,0,0,19.99,1999,0,0,['windows'],"20 Dec, 2017","['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Steam Cloud']",[],0,['English'],"Action, Early Access","['Action', 'Early Access', 'VR', 'VR Only']",1.0
6,757990,Disassembly Line,Bumfuzzled Gibbons,Bumfuzzled Gibbons,,1,2,0,0 .. 20 k,0,0,0,0,4.99,499,0,0,"['windows', 'mac', 'linux']","24 Dec, 2017","['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']",[],0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian']",Action,"['Action', 'Top-Down', 'Indie', 'Co-op', 'Family Friendly', 'Local Multiplayer', 'Funny', 'Robots']",0.3333333333333333
7,725050,Thug Life,U24 Solutions,U24 Solutions,,1,0,0,0 .. 20 k,0,0,0,0,8.99,899,0,0,['windows'],"20 Dec, 2017","['Single-player', 'Tracked Controller Support', 'VR Only']",[],0,['English'],"Action, Adventure, Indie","['Adventure', 'Action', 'Violent', 'Indie', 'VR', 'VR Only']",1.0
8,723540,魔光,Magic Light Team,Magic Light &amp; LittleV,,1,2,0,0 .. 20 k,0,0,0,0,2.99,299,0,0,['windows'],"4 Dec, 2017","['Single-player', 'Tracked Controller Support', 'VR Only']",[],0,"['English', 'Not supported', 'Simplified Chinese']","Action, Adventure, Indie","['Indie', 'Gore', 'Action', 'Adventure', 'VR', 'VR Only']",0.3333333333333333
9,768110,Dawn City,Lucid Dream Studio,Lucid Dream Studio,,1,2,0,0 .. 20 k,0,0,0,0,5.99,599,0,0,['windows'],"29 Dec, 2017","['Single-player', 'Tracked Controller Support', 'VR Only']",[],0,"['English', 'Simplified Chinese']","Action, Adventure, Simulation","['Action', 'Adventure', 'Simulation', 'VR', 'VR Only']",0.3333333333333333
