,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,platforms,release_date,categories,dlc,ccu,languages,genres,tags,Review_rating
0,766110,Félix VR,Future Lighthouse,MOVISTAR+,,10,6,0,0 .. 20 k,0,0,0,0,0.0,0,0,0,['windows'],"15 Apr, 2018","['Tracked Controller Support', 'VR Only', 'Partial Controller Support']",[],0,"['English', 'Spanish - Spain']",Video Production,"['Video Production', 'VR', 'VR Only']",0.625
1,1342730,Truzzle,"Dreamlight Games, Leaf Studio",Dreamlight Games,,10,1,0,0 .. 20 k,0,0,0,0,0.99,99,0,0,['windows'],"10 Jul, 2020","['Single-player', 'Steam Achievements']",[],0,"['English', 'Portuguese - Brazil', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Danish', 'Spanish - Latin America', 'Finnish', 'Greek', 'Dutch', 'Hungarian', 'Japanese', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Swedish', 'Thai', 'Czech', 'Turkish', 'Ukrainian', 'Vietnamese', 'Arabic']","Casual, Indie","['Puzzle', 'Logic', 'Relaxing', 'Difficult', 'Casual', '2D', 'Mouse only', 'Minimalist', 'Singleplayer', 'Tabletop', 'Family Friendly', 'Music', 'Indie']",0.9090909090909091
2,1439700,Alchemy Absorption: Melody,RhinoGearz,RhinoGearz,,10,1,0,0 .. 20 k,0,0,0,0,2.99,299,0,0,"['windows', 'linux']","20 Nov, 2020",['Single-player'],[],0,['English'],"Casual, Indie, Simulation","['Visual Novel', 'Casual', 'Simulation', 'Romance', 'Anime', 'Fantasy', 'Magic', 'Nudity', 'Singleplayer', 'Indie']",0.9090909090909091
3,1407050,Batterneers,Batterneers Dev,Batterneers Dev,,10,1,0,0 .. 20 k,0,0,0,0,0.0,0,0,0,"['windows', 'mac', 'linux']","30 Nov, 2020","['Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Steam Achievements', 'Partial Controller Support']",[],0,['English'],"Action, Casual","['Casual', '3D Fighter', 'Top-Down Shooter', 'Action', 'PvP', 'Sailing', 'Fighting', '3D', 'Top-Down', 'Team-Based', 'Cartoony', 'Pirates', 'Combat', 'Local Multiplayer', 'Multiplayer']",0.9090909090909091
4,1464850,CloseCall,Reactive Entertainment,Reactive Entertainment,,10,0,0,0 .. 20 k,0,0,0,0,6.99,699,0,0,['windows'],"21 Dec, 2020","['Single-player', 'Partial Controller Support']",[],0,['English'],"Action, Racing, Early Access","['Racing', 'Action', 'Combat Racing', 'Arcade', '3D', 'Realistic', 'Third Person', 'Early Access', 'Driving', 'Singleplayer']",1.0
5,1526090,Rising Noracam,Rusimitu,Rusimitu,,10,2,0,0 .. 20 k,0,0,0,0,5.99,599,0,0,['windows'],"26 Feb, 2021","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",[],0,"['English', 'Japanese', 'Spanish - Spain', 'Simplified Chinese']","Action, Indie","['Precision Platformer', 'Difficult', 'Psychological Horror', 'Hand-drawn', 'Physics', 'Cute', 'Sci-fi', 'Fantasy', 'Atmospheric', 'Comic Book', 'Platformer', '2D Platformer', '2D', 'Retro', 'Side Scroller', 'Singleplayer', 'Indie', 'Action', 'Relaxing', 'Shooter']",0.8333333333333334
6,1709260,Dice Tourney,Enoops,Enoops,,10,11,0,0 .. 20 k,0,0,0,0,3.07,399,23,0,['windows'],"16 Aug, 2021","['Single-player', 'Steam Achievements']",[],0,"['English', 'Russian']","Adventure, Casual, Indie","['Casual', 'Card Game', 'Rogue-like', 'Mystery Dungeon', 'Card Battler', 'Dungeon Crawler', 'Turn-Based Tactics', 'Cute', 'Indie', 'Colorful', 'Adventure', 'Procedural Generation', 'Singleplayer']",0.47619047619047616
7,501640,CyberLink PhotoDirector 8 Ultra,CyberLink,"Koch Media , CyberLink",,11,4,0,0 .. 20 k,0,0,0,0,0.0,0,0,0,,,,,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",Photo Editing,"['Photo Editing', 'Utilities', 'Software', 'Education', 'Stylized', 'Movie', 'Relaxing']",0.7333333333333333
8,458490,Who Must Die,White Chamber,Plug In Digital,,11,12,0,0 .. 20 k,0,0,0,0,6.99,699,0,0,['windows'],"13 Nov, 2018","['Single-player', 'Steam Achievements']",[650390],0,"['English', 'French']","Adventure, Indie, Simulation","['Adventure', 'Indie', 'Simulation', 'Horror']",0.4782608695652174
9,789930,Blind Boris,Marginal act,Marginal act,,11,12,0,0 .. 20 k,9,0,9,0,12.99,1299,0,0,"['windows', 'mac', 'linux']","26 Feb, 2018","['Single-player', 'Steam Achievements']",[],0,['English'],Indie,"['Indie', 'Horror', 'Pixel Graphics', 'Violent', 'Adventure', 'Survival Horror', 'Game Development', 'Isometric', 'Psychological', 'Dark Fantasy', 'Gore', 'Atmospheric', 'Story Rich', 'Psychological Horror', 'Survival', 'Tower Defense', 'Dark', 'Difficult', 'Crafting', 'Drama']",0.4782608695652174
