,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,platforms,release_date,categories,dlc,ccu,languages,genres,tags,Review_rating
0,1865940,Lead the Way - Full Collection,Theana Productions,Theana Productions,,2,0,0,0 .. 20 k,0,0,0,0,1.99,199,0,0,"['windows', 'linux']","19 Apr, 2022","['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",[],0,"['English', 'French', 'Portuguese - Brazil']","Casual, Indie","['Casual', 'Arcade', 'Minimalist', 'Indie', 'Puzzle', 'Singleplayer', 'Puzzle-Platformer', '2D', 'Pixel Graphics', 'Top-Down', 'Local Co-Op', 'PvP', 'Replay Value', 'Cute', 'Family Friendly', 'Relaxing', 'Level Editor']",1.0
1,1876810,Jumping Knight,Flop,Flop,,2,1,0,0 .. 20 k,0,0,0,0,1.99,199,0,0,['windows'],"16 Feb, 2022","['Single-player', 'Steam Achievements', 'Steam Cloud']",[],0,['English'],"Action, Adventure, Casual, Indie","['Adventure', 'Difficult', 'Arcade', '2D Platformer', 'Casual', '2D', 'Platformer', 'Physics', 'Pixel Graphics', 'Parkour', 'Action', 'Indie', 'Relaxing', 'Linear', 'Singleplayer']",0.6666666666666666
2,1886320,Healing Simulator,Jens Roderus,Jens Roderus,,2,0,0,0 .. 20 k,0,0,0,0,2.99,299,0,0,['windows'],"5 Apr, 2022","['Single-player', 'Steam Achievements', 'Steam Leaderboards']",[],0,['English'],"Casual, Indie, Simulation, Strategy","['Casual', 'Strategy', 'Simulation', 'Strategy RPG', 'Tactical RPG', '2D', 'Fantasy', 'Magic', 'Indie', 'PvE', 'Singleplayer', 'Pixel Graphics']",1.0
3,1902110,Rising Sun VR,VR Vision Inc.,VR Vision Inc.,,2,0,0,0 .. 20 k,0,0,0,0,0.99,99,0,0,['windows'],"3 Mar, 2022","['Single-player', 'Tracked Controller Support', 'VR Only']",[],0,['English'],Casual,"['Casual', 'Puzzle', 'Exploration', 'Immersive Sim', '3D', 'Cartoony', 'Hand-drawn', 'Fantasy', 'Foreign', 'Medieval', '6DOF', 'Nonlinear', 'Open World', 'Singleplayer', 'VR', 'VR Only']",1.0
4,1911010,Voxel Digger,SLASH,SLASH,,2,1,0,0 .. 20 k,0,0,0,0,3.99,399,0,0,['windows'],"21 Mar, 2022","['Single-player', 'Steam Cloud']",[],0,"['English', 'Simplified Chinese', 'Traditional Chinese']","Casual, Indie, Strategy, Early Access","['Puzzle', 'Casual', 'Clicker', 'Tabletop', '3D', 'Voxel', 'Detective', 'Relaxing', 'Pixel Graphics', 'Strategy', 'Indie', 'Early Access', 'Logic', 'Level Editor', 'Crafting', 'Singleplayer']",0.6666666666666666
5,1594440,Give the People What They Want,Starlight Vintage Studios,Starlight Vintage Studios,,2,1,0,0 .. 20 k,0,0,0,0,4.99,499,0,0,['windows'],"6 May, 2022","['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only']",[],0,['English'],"Casual, Indie","['Casual', 'VR', 'Singleplayer', 'Arcade', 'Robots', 'Capitalism', 'Time Management', 'First-Person', 'Funny', '6DOF', 'Indie', 'Character Customization', 'Multiple Endings', 'Physics', 'Score Attack', 'VR Only']",0.6666666666666666
6,1925340,Menace Labs,Suncloud Entertainment,Suncloud Entertainment,,2,0,0,0 .. 20 k,0,0,0,0,1.99,199,0,0,"['windows', 'mac']","6 May, 2022",['Single-player'],[],0,['English'],"Indie, Simulation","['Life Sim', 'Simulation', 'Artificial Intelligence', 'Resource Management', 'Choices Matter', 'Time Management', 'Survival', 'Dark Comedy', 'Comedy', 'Surreal', 'Indie', 'Cartoon', 'Cartoony', '3D', 'Singleplayer']",1.0
7,1914240,Scapegoat,Joseph Meering,JugglingJoeStudios,,2,0,0,0 .. 20 k,0,0,0,0,4.99,499,0,0,"['windows', 'mac']","26 Apr, 2022","['Single-player', 'Partial Controller Support']",[],0,['English'],"Action, Casual, Indie","['Action', 'Atmospheric', 'Top-Down Shooter', 'Dungeon Crawler', 'Fantasy', 'Arcade', 'Hero Shooter', 'Family Friendly', 'Hand-drawn', 'Medieval', 'Cartoony', 'Loot', 'Hack and Slash', 'Shooter', 'Third-Person Shooter', 'Mystery Dungeon', '2D', 'Third Person', 'Top-Down', 'Cartoon']",1.0
8,1937710,Egg Bunny 2,"Martin Vaupell Christensen, Evisystems.org",MV-Teknik.dk,,2,0,0,0 .. 20 k,0,0,0,0,6.99,699,0,0,['windows'],"9 May, 2022","['Single-player', 'Steam Achievements', 'Full controller support']",[],0,['English'],"Adventure, Casual, Indie","['Adventure', 'Casual', 'Sandbox', 'Exploration', '3D', 'Colorful', 'Fantasy', 'Nature', 'Funny', 'Controller', 'Open World', 'Singleplayer', 'Indie', 'Collectathon', 'Cute', 'Cartoony', 'Third Person']",1.0
9,1970590,Fearless Rider,Real Gamer,Real Gamer,,2,3,0,0 .. 20 k,0,0,0,0,4.99,499,0,0,['windows'],"11 May, 2022",['Single-player'],[],0,['English'],"Action, Adventure, Casual, Indie, Racing","['Action', 'Casual', 'Action-Adventure', 'Driving', 'Abstract', 'Stylized', 'Colorful', 'Platformer', 'Cartoony', '3D Platformer', 'Combat Racing', 'Precision Platformer', 'Runner', '3D', 'Automobile Sim', 'Fantasy', 'Racing', 'Cute', 'Atmospheric', 'ATV']",0.4
