,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,platforms,release_date,categories,dlc,ccu,languages,genres,tags,Review_rating
0,1441570,Cubiscape 2,LoneWolf,LoneWolf,,99,13,0,50 k .. 100 k,0,0,0,0,0.0,0,0,2,['windows'],"2 Nov, 2020","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Includes level editor']",[1470400],2,"['English', 'French', 'German', 'Spanish - Spain', 'Czech', 'Russian', 'Italian', 'Polish', 'Portuguese - Brazil', 'Turkish']","Casual, Free to Play, Strategy","['Strategy', 'Casual', 'Logic', 'Grid-Based Movement', 'Relaxing', 'Level Editor', 'Family Friendly', 'Board Game', 'Voxel', 'Abstract', 'Isometric', 'Minimalist', 'Futuristic', 'Puzzle-Platformer', 'Turn-Based Tactics', 'Turn-Based Strategy', '3D', 'Free to Play', '3D Platformer', 'Singleplayer']",0.8839285714285714
1,578440,冒险村传说（Tales of Legends）,Gemini Stars Games,Gemini Stars Games,,46,58,0,50 k .. 100 k,0,0,0,0,1.99,199,0,67,['windows'],"5 Feb, 2017","['Single-player', 'Steam Trading Cards']",[],67,"['English', 'Simplified Chinese', 'Traditional Chinese']",RPG,"['RPG', 'RPGMaker', 'Pixel Graphics', 'Adventure', 'Exploration', 'Dungeon Crawler', '1980s', 'Building', 'Singleplayer', 'Anime', '2D', 'Free to Play', 'Point & Click', 'JRPG', 'Top-Down', 'Retro']",0.4423076923076923
2,631660,Immersion Chess,Immersion,Immersion,,80,41,0,50 k .. 100 k,0,0,0,0,0.0,0,0,2,['windows'],"15 May, 2017","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Tracked Controller Support', 'VR Supported']","[686350, 686351]",2,['English'],"Casual, Free to Play, Sports, Strategy","['Free to Play', 'Strategy', 'Casual', 'Sports', 'Tabletop', 'VR', 'Chess']",0.6611570247933884
3,1345830,迷宫：消灭机器人,Yasric,Yasric,,1,1,0,50 k .. 100 k,0,0,0,0,0.99,99,0,0,['windows'],"31 Jul, 2020",['Single-player'],[],0,"['English', 'Simplified Chinese']","Casual, RPG","['RPG', 'Casual', 'Shooter', 'Runner', 'First-Person', 'Singleplayer']",0.5
4,444720,Inexistence,Jonathan BRASSAUD,Jonathan BRASSAUD,,236,124,0,50 k .. 100 k,0,0,0,0,2.99,299,0,1,['windows'],"18 Apr, 2016","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",[463600],1,"['English', 'French', 'German', 'Spanish - Spain']","Action, Adventure, Indie, RPG","['Action', 'Adventure', 'Indie', 'RPG', 'Metroidvania', '2D', 'Pixel Graphics', 'Platformer', 'Retro']",0.6555555555555556
5,473670,The Dolls: Reborn,HUSH Interactive,Forever Entertainment S. A.,,128,152,0,50 k .. 100 k,0,0,0,0,4.99,499,0,0,"['windows', 'mac', 'linux']","25 May, 2016","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",[],0,['English'],"Indie, Simulation","['Indie', 'Simulation', 'Horror']",0.45714285714285713
6,926720,Kyiv: from dusk till dawn with Lenovo Explorer,Sensorama,Lenovo Ukraine,,8,3,0,50 k .. 100 k,0,0,0,0,0.0,0,0,0,['windows'],"14 Sep, 2018","['Single-player', 'Tracked Controller Support', 'VR Only']",[],0,"['English', 'Ukrainian', 'Russian']",Adventure,"['Adventure', 'VR', 'VR Only']",0.7272727272727273
7,1452830,Disc Space,Vadim Slyusarev,Vadim Slyusarev,,448,81,0,50 k .. 100 k,0,0,0,0,0.0,0,0,3,['windows'],"13 Nov, 2020","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Partial Controller Support']",[],3,['English'],"Free to Play, Massively Multiplayer, Sports","['Sports', 'PvP', 'e-sports', 'Cute', '3D', 'Massively Multiplayer', 'Free to Play', 'Third Person', 'Multiplayer', 'Co-op', 'Team-Based', 'Online Co-Op']",0.8468809073724007
8,777240,Tren0,Bubble,INDIECN,,211,67,0,50 k .. 100 k,0,0,0,0,2.99,299,0,0,['windows'],"22 Feb, 2018","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",[810240],0,"['English', 'Not supported', 'Simplified Chinese']","Adventure, Casual, Indie, RPG","['Horror', 'RPG', 'Multiple Endings', 'Thriller', 'Psychological Horror', 'Pixel Graphics', 'Puzzle', 'Atmospheric', '2D', 'Drama', 'Story Rich', 'Fantasy', 'Surreal', 'Soundtrack', 'Simulation', 'Singleplayer', 'Great Soundtrack', 'RPGMaker', 'Interactive Fiction', 'Difficult']",0.7589928057553957
9,650090,VeeR VR:VR Video and Movie Platform,Velocious Technologies,Velocious Technologies,,118,26,0,50 k .. 100 k,0,0,0,0,0.0,0,0,1,['windows'],"20 Jul, 2017","['Tracked Controller Support', 'VR Only']",[],1,"['English', 'Simplified Chinese', 'Japanese']","Accounting, Animation & Modeling, Audio Production, Design & Illustration, Education, Photo Editing, Software Training, Utilities, Video Production, Web Publishing, Game Development","['Utilities', 'Video Production', 'Game Development', 'Design & Illustration', 'Animation & Modeling', 'Web Publishing', 'Photo Editing', 'Audio Production', 'Education', 'Software Training', 'VR', 'VR Only']",0.8194444444444444
