,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,platforms,release_date,categories,dlc,ccu,languages,genres,tags,Review_rating
0,612380,Cryptocracy,Dozen Minds OU,Dozen Minds OU,,5,3,0,0 .. 20 k,0,0,0,0,0.99,99,0,0,"['windows', 'mac']","11 Apr, 2017",['Single-player'],[],0,['English'],"Casual, Indie, Strategy","['Casual', 'Indie', 'Strategy']",0.625
1,625690,归墟纪·寂夜  FINAL WORLD,Shine World,Shine World,,5,1,0,0 .. 20 k,0,0,0,0,16.99,1699,0,0,['windows'],"7 Jul, 2017","['Single-player', 'Tracked Controller Support', 'VR Only']",[],0,"['English', 'Simplified Chinese']","Action, Adventure, Indie, RPG","['Adventure', 'Action', 'Indie', 'RPG', 'VR', 'VR Only']",0.8333333333333334
2,710400,TERRAGEARTH,Denis Isakov,Denis Isakov,,5,0,0,0 .. 20 k,0,0,0,0,0.0,0,0,0,['windows'],"2 Oct, 2017",['Single-player'],[],0,"['English', 'Russian']","Adventure, Indie","['Adventure', 'Indie']",1.0
3,700460,Nine Worlds - A Viking saga,Aperico Software,Aperico Software,,5,2,0,0 .. 20 k,0,0,0,0,4.99,499,0,0,"['windows', 'mac']","15 Sep, 2017","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",[],0,['English'],"Action, Adventure, Casual, Indie","['Action', 'Casual', 'Indie', 'Adventure', 'Vikings']",0.7142857142857143
4,704140,Edge Of Existence,RealFire Interactive,RealFire Interactive,,5,6,0,0 .. 20 k,0,0,0,0,0.0,0,0,0,['windows'],"15 Dec, 2017","['Single-player', 'Multi-player']",[],0,['English'],"Action, Casual, Strategy, Early Access","['Strategy', 'Action', 'Early Access', 'Casual', 'RTS']",0.45454545454545453
5,579210,Syndrome VR,Bigmoon Entertainment,Bigmoon Entertainment,,5,9,0,0 .. 20 k,0,0,0,0,19.99,1999,0,0,['windows'],"6 Oct, 2017","['Single-player', 'Steam Achievements', 'Full controller support', 'VR Supported']",[],0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Portugal']","Action, Adventure","['Action', 'Adventure', 'Violent', 'VR']",0.35714285714285715
6,713980,Mark After Dark,Lesley Dodd,Lesley Dodd,,5,0,0,0 .. 20 k,0,0,0,0,1.99,199,0,0,['windows'],"14 Dec, 2017","['Single-player', 'Steam Achievements', 'Partial Controller Support']",[],0,['English'],"Indie, RPG, Simulation","['RPG', 'Indie', 'Simulation', 'Nudity', 'Sexual Content']",1.0
7,735700,How To Meat People,Vertnacular,Vertnacular,,5,1,0,0 .. 20 k,0,0,0,0,0.0,0,0,0,['windows'],"16 Nov, 2017","['Single-player', 'Steam Achievements', 'VR Supported']",[],0,['English'],"Action, Indie","['Action', 'Indie', 'VR']",0.8333333333333334
8,596260,S-COPTER: Trials of Quick Fingers and Logic,Noble Fox Games,Noble Fox Games,,5,0,0,0 .. 20 k,0,0,0,0,3.99,399,0,0,['windows'],"12 Feb, 2018","['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together']",[],0,"['English', 'Polish']","Action, Indie","['Action', 'Indie', 'Puzzle', 'Puzzle-Platformer', 'Co-op', 'Logic']",1.0
9,766430,Dolla World,He Zhengchun,He Zhengchun,,5,2,0,0 .. 20 k,0,0,0,0,3.99,399,0,0,['windows'],"21 Jul, 2018","['Single-player', 'Steam Achievements', 'Steam Cloud']",[],0,"['English', 'Simplified Chinese']","Action, Adventure, Indie, RPG, Early Access","['Action', 'Indie', 'Adventure', 'RPG', 'Early Access']",0.7142857142857143
10,769580,Kingdom of Blades,Chesstar Studios,Vive Studios,,5,1,0,0 .. 20 k,0,0,0,0,9.99,999,0,0,['windows'],"23 Feb, 2018","['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Steam Cloud', 'Steam Leaderboards']",[],0,"['English', 'Simplified Chinese']","Action, Casual","['Action', 'Casual', 'VR', 'VR Only']",0.8333333333333334
11,779120,Satori Sounds VR,"ZCat Systems, LLC",Brainwave Dynamics,,5,1,0,0 .. 20 k,0,0,0,0,4.99,499,0,0,['windows'],"23 Feb, 2018","['Tracked Controller Support', 'VR Only']",[],0,['English'],Education,"['Education', 'VR Only']",0.8333333333333334
12,807860,Mafia Gambling,Gamenesis,Gamenesis,,5,9,0,0 .. 20 k,0,0,0,0,0.0,0,0,0,"['windows', 'mac']","11 Mar, 2018","['Single-player', 'Steam Achievements']",[],0,"['English', 'German', 'Simplified Chinese', 'Portuguese - Portugal', 'Russian']","Casual, Simulation","['Casual', 'Indie', 'Card Game', 'Strategy', '2D', 'Hand-drawn', 'Simulation', 'Gambling']",0.35714285714285715
13,796760,varBlocks,Parallel Intersection Studio,Parallel Intersection Studio,,5,0,0,0 .. 20 k,0,0,0,0,1.99,199,0,0,['windows'],"20 Mar, 2018","['Single-player', 'Tracked Controller Support', 'VR Only', 'Steam Cloud']",[],0,"['English', 'Simplified Chinese']","Adventure, Indie, Strategy","['Strategy', 'Adventure', 'Indie', 'VR', 'VR Only']",1.0
14,821260,LIGHT,Indie Light,Indie Light,,5,4,0,0 .. 20 k,0,0,0,0,0.99,99,0,0,['windows'],"5 Apr, 2018",['Single-player'],[],0,['English'],"Action, Indie","['Action', 'Indie', ""Shoot 'Em Up""]",0.5555555555555556
