,appid,category,data_type,main_developer,main_publisher,name,owners,price_eur,release_date
0,1358240,[],music,MoonMuse Entertainment Studio,,The Manse on Soracca Soundtrack,0 .. 20 k,399,"15 Jul, 2020"
1,697920,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Stats']",dlc,Verdict Studios LLC,,Throne of the Dead - Halloween DLC,0 .. 20 k,,"12 Oct, 2017"
2,1704330,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP001,0 .. 20 k,299,"27 Jul, 2021"
3,1704331,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP002,0 .. 20 k,299,"27 Jul, 2021"
4,1704332,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP003,0 .. 20 k,299,"27 Jul, 2021"
5,1704333,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP004,0 .. 20 k,299,"27 Jul, 2021"
6,1704334,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP005,0 .. 20 k,299,"27 Jul, 2021"
7,1704335,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP006,0 .. 20 k,299,"27 Jul, 2021"
8,1704336,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP007,0 .. 20 k,299,"27 Jul, 2021"
9,1704337,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP008,0 .. 20 k,299,"27 Jul, 2021"
10,1704338,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP009,0 .. 20 k,299,"27 Jul, 2021"
11,1704339,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP010,0 .. 20 k,299,"27 Jul, 2021"
12,1704340,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP011,0 .. 20 k,299,"31 Jul, 2021"
13,1704341,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP012,0 .. 20 k,299,"31 Jul, 2021"
14,1704342,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP013,0 .. 20 k,299,"31 Jul, 2021"
15,1704343,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP014,0 .. 20 k,299,"31 Jul, 2021"
16,1704344,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP015,0 .. 20 k,299,"31 Jul, 2021"
17,1704345,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP016,0 .. 20 k,299,"31 Jul, 2021"
18,1704346,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP017,0 .. 20 k,299,"31 Jul, 2021"
19,1704347,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",dlc,TigerQiuQiu,TigerQiuQiu,Tiger Fighter 1931 Sunset MP018,0 .. 20 k,299,"31 Jul, 2021"
