,appid,category,data_type,main_developer,main_publisher,name,owners,price_eur,release_date
0,822300,[],music,Samurai Punk,Samurai Punk,The American Dream Soundtrack,0 .. 20 k,779,"14 Mar, 2018"
1,1852400,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",dlc,Pawley Games,Iceberg Interactive,Star Dynasties: Bloodlines,0 .. 20 k,779,"9 Mar, 2022"
2,822060,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",dlc,Matt Edzenga,,BlastZone 2 Model Pack: VeryHigh Quality Terrain,0 .. 20 k,,"15 Mar, 2018"
3,822061,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",dlc,Matt Edzenga,,BlastZone 2 Model Pack: Extreme Quality Terrain,0 .. 20 k,,"15 Mar, 2018"
4,951870,"['Single-player', 'Multi-player', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Downloadable Content', 'Full controller support']",dlc,Lowe Bros. Studios LLC,,Indie Pogo: Prisonbreak Zorbie Skin,0 .. 20 k,239,"15 Oct, 2018"
5,968490,"['Single-player', 'Multi-player', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Downloadable Content', 'Full controller support']",dlc,Lowe Bros. Studios LLC,,Velocispider Skeleton Skin,0 .. 20 k,239,"30 Oct, 2018"
6,951850,"['Single-player', 'Multi-player', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Downloadable Content', 'Full controller support']",dlc,Lowe Bros. Studios LLC,,Indie Pogo: Sunfire Stardrop Skin,0 .. 20 k,399,"7 May, 2019"
7,1051750,"['Single-player', 'Multi-player', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Downloadable Content', 'Full controller support']",dlc,Lowe Bros. Studios LLC,,Indie Pogo - Frogtaro Skin,0 .. 20 k,239,"7 May, 2019"
8,1126910,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Downloadable Content', 'Full controller support']",dlc,Lowe Bros. Studios LLC,,Indie Pogo: Money-Themed Emblems,0 .. 20 k,159,"28 Feb, 2020"
9,1126930,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Downloadable Content', 'Full controller support']",dlc,Lowe Bros. Studios LLC,,Rainbow Viridian Skin,0 .. 20 k,239,"28 Feb, 2020"
