,appid,category,data_type,main_developer,main_publisher,name,owners,price_eur,release_date
0,1356430,['Downloadable Content'],dlc,Teatime Research Ltd.,Teatime Research Ltd.,Vrifier - Teatime Photogrammetry Toolkit,0 .. 20 k,,"6 Jul, 2020"
1,1008350,"['Multi-player', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Full controller support']",dlc,Bootsmann Games,,UpBreakers - Artwork,0 .. 20 k,99,"17 Jan, 2019"
2,530640,"['Single-player', 'Online Co-op', 'Downloadable Content']",dlc,Western Civilization Software,Slitherine Ltd.,Conflict of Heroes: Storms of Steel,0 .. 20 k,2899,"25 Oct, 2016"
3,530641,"['Single-player', 'Downloadable Content']",dlc,Western Civilization Software,Slitherine Ltd.,Conflict of Heroes: Ghost Divisions,0 .. 20 k,1479,"25 Oct, 2016"
4,1591390,['Additional High-Quality Audio'],music,Nathan Francis (Developer),OTREUM GAMES (Developer),Metal Heads - Official Soundtrack,0 .. 20 k,1079,"7 Apr, 2021"
5,1316080,[],music,KuKo,KuKo,RUN OR FIGHT Soundtrack,0 .. 20 k,99,"23 May, 2020"
6,445710,"['Single-player', 'Downloadable Content', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",dlc,Dark Gaia Studios,,Heroes of Legionwood - Episode 2,0 .. 20 k,137,"3 Mar, 2016"
7,680160,"['Single-player', 'Downloadable Content', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",dlc,Dark Gaia Studios,,Heroes of Legionwood - Episode 3,0 .. 20 k,137,"28 Aug, 2017"
8,584950,"['Single-player', 'Downloadable Content']",dlc,Winter Wolves,Winter Wolves,Amber's Magic Shop MP3 OST + Wallpapers,0 .. 20 k,499,"8 Jun, 2017"
9,521962,"['Single-player', 'Downloadable Content', 'Full controller support']",dlc,Potassium Frog Limited,,Deus Ex Machina - The Artwork,0 .. 20 k,,"29 Sep, 2016"
10,1302410,[],music,New Beings,New Beings,Robot Island Soundtrack,0 .. 20 k,79,"18 Jun, 2020"
11,1190330,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",dlc,Fred Wood,Fred Wood,Pulstario - Tip Jar Ship,0 .. 20 k,79,"23 Dec, 2019"
12,1190331,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",dlc,Fred Wood,Fred Wood,Pulstario - Gold Ship,0 .. 20 k,399,"23 Dec, 2019"
13,691560,['Downloadable Content'],dlc,CUR3D UG,CUR3D UG,CUR3D Steam Edition - Permission for commercial use,0 .. 20 k,16999,"6 Nov, 2017"
14,1267080,['Downloadable Content'],dlc,CUR3D UG,CUR3D UG,Stanford Polygon Library (*.ply),0 .. 20 k,199,"1 Apr, 2020"
15,1267090,['Downloadable Content'],dlc,CUR3D UG,CUR3D UG,"3DStudio Max (*.3ds, *.ase)",0 .. 20 k,199,"1 Apr, 2020"
16,1267091,['Downloadable Content'],dlc,CUR3D UG,CUR3D UG,Cinema4D (*.c4d),0 .. 20 k,199,"1 Apr, 2020"
17,1267092,['Downloadable Content'],dlc,CUR3D UG,CUR3D UG,Virtual Reality Modeling Language (*.wrl),0 .. 20 k,299,"1 Apr, 2020"
18,1267093,['Downloadable Content'],dlc,CUR3D UG,CUR3D UG,Autodesk (*.fbx),0 .. 20 k,199,"1 Apr, 2020"
19,1267094,['Downloadable Content'],dlc,CUR3D UG,CUR3D UG,Collada (*.dae),0 .. 20 k,199,"1 Apr, 2020"
20,1267095,['Downloadable Content'],dlc,CUR3D UG,CUR3D UG,Blender (*.blend),0 .. 20 k,199,"1 Apr, 2020"
21,1267097,['Downloadable Content'],dlc,CUR3D UG,CUR3D UG,Milkshape 3D (*.ms3d),0 .. 20 k,199,"1 Apr, 2020"
22,1267098,['Downloadable Content'],dlc,CUR3D UG,CUR3D UG,Industry Foundation Classes (*.ifc),0 .. 20 k,199,"1 Apr, 2020"
23,1267099,['Downloadable Content'],dlc,CUR3D UG,CUR3D UG,"LightWave (*.lwo, *.lws) for CUR3D Steam Edition",0 .. 20 k,199,"1 Apr, 2020"
24,1267100,['Downloadable Content'],dlc,CUR3D UG,CUR3D UG,AC3D (*.ac),0 .. 20 k,199,"1 Apr, 2020"
25,1267101,['Downloadable Content'],dlc,CUR3D UG,CUR3D UG,Modo (*.lxo),0 .. 20 k,199,"1 Apr, 2020"
26,1267102,['Downloadable Content'],dlc,CUR3D UG,CUR3D UG,"XGL (*.xgl, *.zgl)",0 .. 20 k,199,"1 Apr, 2020"
27,1267103,['Downloadable Content'],dlc,CUR3D UG,CUR3D UG,"GL Transmission Format (*.gltf, *,glb)",0 .. 20 k,199,"1 Apr, 2020"
