,appid,category,data_type,main_developer,main_publisher,name,owners,price_eur,release_date
0,2305410,['Additional High-Quality Audio'],music,SOFTSTAR TECHNOLOGY(BEIJING)CO.LTD,SOFTSTAR ENTERTAINMENT INC.,Richman 6 Soundtrack,0 .. 20 k,199,"15 Mar, 2023"
1,2434430,"['Single-player', 'Downloadable Content', 'Steam Achievements']",dlc,SasDeRider,BRXKENVN,Eye of Saccharine – Digital Art Book,0 .. 20 k,299,"17 May, 2023"
2,2094820,[],music,Space Paca Games,Marvellous Soft,Alchemia: Creatio Ex Nihilo Soundtrack,0 .. 20 k,299,"28 Jul, 2022"
3,2328030,[],music,Jeff Penny,BlackLock Games,The Game of Fourtune Original Soundtrack,0 .. 20 k,879,"4 Apr, 2023"
4,2100420,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo,0 .. 20 k,1399,"21 Oct, 2022"
5,2094130,[],music,Nobody Studio,Nobody Studio,Echo Soundtrack,0 .. 20 k,975,"21 Oct, 2022"
6,2096880,"['Single-player', 'Downloadable Content']",dlc,Nobody Studio,Nobody Studio,Echo Artbook,0 .. 20 k,975,"21 Oct, 2022"
7,2128780,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Advanced Recovery Set(1),0 .. 20 k,99,"21 Oct, 2022"
8,2175290,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Advanced Recovery Set(2),0 .. 20 k,99,"21 Oct, 2022"
9,2175291,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Advanced Recovery Set(3),0 .. 20 k,99,"21 Oct, 2022"
10,2175292,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Advanced Recovery Set(4),0 .. 20 k,99,"21 Oct, 2022"
11,2175293,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Advanced Recovery Set(5),0 .. 20 k,99,"21 Oct, 2022"
12,2175300,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Herb Material Set(1),0 .. 20 k,99,"21 Oct, 2022"
13,2175301,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Herb Material Set(2),0 .. 20 k,99,"21 Oct, 2022"
14,2175302,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Herb Material Set(3),0 .. 20 k,99,"21 Oct, 2022"
15,2175303,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Ore Material Set(1),0 .. 20 k,99,"21 Oct, 2022"
16,2175304,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Ore Material Set(2),0 .. 20 k,99,"21 Oct, 2022"
17,2175305,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Ore Material Set(3),0 .. 20 k,99,"21 Oct, 2022"
18,2175306,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Fur Material Set(1),0 .. 20 k,99,"21 Oct, 2022"
19,2175307,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Fur Material Set(2),0 .. 20 k,99,"21 Oct, 2022"
20,2175308,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Fur Material Set(3),0 .. 20 k,99,"21 Oct, 2022"
21,2175310,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Upgrade Material Value Set(1),0 .. 20 k,199,"21 Oct, 2022"
22,2175311,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Upgrade Material Value Set(2),0 .. 20 k,199,"21 Oct, 2022"
23,2175312,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Upgrade Material Value Set(3),0 .. 20 k,199,"21 Oct, 2022"
24,2175410,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Lin's Beginner Equipment Set,0 .. 20 k,199,"21 Oct, 2022"
25,2175411,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Intermediate Equipment Set,0 .. 20 k,399,"21 Oct, 2022"
26,2175412,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Advanced Equipment Set,0 .. 20 k,589,"21 Oct, 2022"
27,2175420,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Adventure Set(1),0 .. 20 k,299,"21 Oct, 2022"
28,2175421,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Adventure Set(2),0 .. 20 k,299,"21 Oct, 2022"
29,2175422,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Adventure Set(3),0 .. 20 k,299,"21 Oct, 2022"
30,2175423,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Adventure Set(4),0 .. 20 k,299,"21 Oct, 2022"
31,2175424,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Adventure Set(5),0 .. 20 k,299,"21 Oct, 2022"
32,2175425,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Weapon Training Set(1),0 .. 20 k,299,"21 Oct, 2022"
33,2175426,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Weapon Training Set(2),0 .. 20 k,299,"21 Oct, 2022"
34,2175427,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Weapon Training Set(3),0 .. 20 k,299,"21 Oct, 2022"
35,2175428,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Weapon Training Set(4),0 .. 20 k,299,"21 Oct, 2022"
36,2175429,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Nobody Studio,Nobody Studio,Echo - Weapon Training Set(5),0 .. 20 k,299,"21 Oct, 2022"
37,2196200,['Additional High-Quality Audio'],music,Alec Shea,LocaGames,Yukar From The Abyss Soundtrack,0 .. 20 k,99,"18 Nov, 2022"
