,appid,category,data_type,main_developer,main_publisher,name,owners,price_eur,release_date
0,1184130,"['Single-player', 'Downloadable Content']",dlc,XC Games,0Cube,LoliTower - OST,0 .. 20 k,79,"29 Oct, 2019"
1,1549880,[],music,Snkl Studio,Snkl Studio,TAL: Arctic 4 Soundtrack,0 .. 20 k,99,"25 Feb, 2021"
2,1495750,[],music,Larsonsoft,Larsonsoft,The Dallen Clicker Developer Commentary,0 .. 20 k,499,"14 Dec, 2020"
3,2565380,['Additional High-Quality Audio'],music,Gun Jumpers,Gun Jumpers,DRACOMATON Soundtrack,0 .. 20 k,499,"21 Sep, 2023"
4,2210170,[],music,Skullfish Studios,Skullfish Studios,Lila's Tale and The Hidden Forest Soundtrack,0 .. 20 k,299,"14 Nov, 2022"
5,2505710,[],music,5minlab Corp.,5minlab Corp.,장화홍련: 기억의 조각 Soundtrack,0 .. 20 k,99,"1 Aug, 2023"
6,1021830,"['Single-player', 'Downloadable Content']",dlc,Gamedust,Gamedust,Spuds Unearthed - Artbook,0 .. 20 k,79,"7 Mar, 2019"
7,2059150,[],music,Daisy Ale Soundworks,Daisy Ale Soundworks,Lost and Hound Soundtrack,0 .. 20 k,499,"16 Aug, 2022"
8,2081280,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,Daisy Ale Soundworks,Daisy Ale Soundworks,Lost and Hound - Artbook,0 .. 20 k,239,"16 Aug, 2022"
9,1101160,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",music,Zotnip,,Hyperspace Delivery Service - Soundtrack,0 .. 20 k,569,"25 Jun, 2019"
10,1397320,[],music,FirePillar2,FirePillar2,Craft In Abyss Soundtrack,0 .. 20 k,399,"4 Sep, 2020"
11,1500730,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",dlc,FirePillar2,FirePillar2,Craft In Abyss - Digital Artbook,0 .. 20 k,399,"16 Jan, 2021"
12,1874350,[],music,Evan Clarke,Discrete Infinity,The Immaculate Drag Soundtrack,0 .. 20 k,79,"31 Jan, 2022"
13,1893070,[],music,Lotus Innovations,Lotus Innovations,World Wide Hack Soundtrack,0 .. 20 k,999,"18 Feb, 2022"
14,2552980,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together']",dlc,Hello There Games,Warner Music Group,Invector: Rhythm Galaxy - Latin Power Song Pack,0 .. 20 k,791,"26 Sep, 2023"
15,2443810,"['Single-player', 'Downloadable Content', 'Steam Achievements']",dlc,Eversim,Eversim,God'n Spy Add-on - Power & Revolution 2023 Edition,0 .. 20 k,1199,"17 Jul, 2023"
16,2443811,"['Single-player', 'Downloadable Content']",dlc,Eversim,Eversim,Modding Tool Add-on - Power & Revolution 2023 Edition,0 .. 20 k,1599,"1 Aug, 2023"
17,1919170,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Downloadable Content']",dlc,Atypique Studio,Atypique Studio,Noara: The Conspiracy - Founder's Pack,0 .. 20 k,1999,"17 Mar, 2022"
18,2191740,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Downloadable Content']",dlc,Atypique Studio,Atypique Studio,Noara: The Conspiracy  - Supporter Pack,0 .. 20 k,1950,"22 Nov, 2022"
19,1851890,[],music,mecagames,,Karma City Police Soundtrack,0 .. 20 k,,Coming soon
20,2515720,[],music,Duality Games,Duality Games,Unholy Soundtrack,0 .. 20 k,,"20 Jul, 2023"
21,1771760,"['Single-player', 'Downloadable Content']",dlc,Digital Light,Digital Light,Suez Canal Simulator: TI Oceania Supertanker DLC,0 .. 20 k,499,"28 Oct, 2021"
22,1678890,"['Single-player', 'Downloadable Content']",dlc,Digital Light,Digital Light,Suez Canal Simulator: Ever Given Container Ship DLC,0 .. 20 k,499,"7 Jul, 2021"
23,1771840,"['Single-player', 'Downloadable Content']",dlc,Digital Light,Digital Light,Suez Canal Simulator: Stella Maris Bulk Carrier DLC,0 .. 20 k,,"11 Mar, 2022"
24,1430560,[],music,Štěpán Meister,Štěpán Meister,Project Gravity Soundtrack,0 .. 20 k,79,"24 Sep, 2020"
25,919230,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",dlc,creasso,creasso,TurbOT Racing - Nimbus City Tour,0 .. 20 k,79,"10 Aug, 2018"
26,1283160,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud']",dlc,Exe Create Inc.,KEMCO,Experience x3 - Miden Tower,0 .. 20 k,499,"29 Apr, 2020"
27,1283161,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud']",dlc,Exe Create Inc.,KEMCO,SP x3 - Miden Tower,0 .. 20 k,299,"29 Apr, 2020"
