,appid,category,data_type,main_developer,main_publisher,name,owners,price_eur,release_date
0,2299090,[],music,Team KwaKwa,Scarlet Moon Productions,Helvetii Soundtrack,0 .. 20 k,879,"3 Feb, 2023"
1,2190050,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - Extra Episode: Cyan,0 .. 20 k,499,"25 Apr, 2023"
2,2190330,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - Extra Episode: Elise,0 .. 20 k,499,"25 Apr, 2023"
3,2190331,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - Extra Episode: Zantis,0 .. 20 k,499,"25 Apr, 2023"
4,2190332,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - Extra Episode: Violet,0 .. 20 k,499,"25 Apr, 2023"
5,2210350,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - Azure Dragon Sword (Cyan),0 .. 20 k,199,"25 Apr, 2023"
6,2210351,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - Crimson Lotus Bow (Elise),0 .. 20 k,199,"25 Apr, 2023"
7,2210352,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - White Tiger Axe (Zantis),0 .. 20 k,199,"25 Apr, 2023"
8,2210360,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - Crystal Set,0 .. 20 k,499,"25 Apr, 2023"
9,2210370,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - Pill Set,0 .. 20 k,399,"25 Apr, 2023"
10,2210371,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - Novice Scavenger Set,0 .. 20 k,99,"25 Apr, 2023"
11,2210372,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - Expert Scavenger Set,0 .. 20 k,199,"25 Apr, 2023"
12,2210373,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - Novice Crafting Set,0 .. 20 k,199,"25 Apr, 2023"
13,2210374,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - Intermediate Crafting Set,0 .. 20 k,299,"25 Apr, 2023"
14,2210375,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - Advanced Crafting Set,0 .. 20 k,399,"25 Apr, 2023"
15,2210376,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - Purchase Permit: Mega Potion,0 .. 20 k,99,"25 Apr, 2023"
16,2210377,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - Booster Item Set 1,0 .. 20 k,399,"25 Apr, 2023"
17,2210378,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together']",dlc,FURYU Corporation,XSEED Games,Trinity Trigger - Booster Item Set 2,0 .. 20 k,399,"25 Apr, 2023"
18,756180,[],music,"Nippon Ichi Software, Inc.","NIS America, Inc.",The Longest Five Minutes - Digital Soundtrack,0 .. 20 k,399,"13 Feb, 2018"
19,756181,"['Single-player', 'Downloadable Content']",dlc,"Nippon Ichi Software, Inc.","NIS America, Inc.",The Longest Five Minutes - Digital Art Booklet,0 .. 20 k,199,"13 Feb, 2018"
20,1722540,[],music,Lobotomy Software,Throwback Entertainment,PowerSlave (DOS Classic Edition) Soundtrack,0 .. 20 k,,"1 Oct, 2021"
21,2002460,"['Single-player', 'Downloadable Content']",dlc,pinkjuicegames,pinkjuicegames,"별에게 소원을 / Digital Work (월페이퍼, 스탠딩 CG, 이모티콘) + 설정집",0 .. 20 k,739,"1 Jun, 2022"
22,2011040,[],music,pinkjuicegames,,별에게 소원을 (When you wish upon a star) Soundtrack,0 .. 20 k,499,"2 Jun, 2022"
23,1840720,"['Single-player', 'Downloadable Content', 'Full controller support']",dlc,FELISTELLA Inc.,D3PUBLISHER,MAGLAM LORD - Special Pack DLC,0 .. 20 k,1249,"30 May, 2022"
24,1852080,[],music,FELISTELLA Inc.,D3PUBLISHER,MAGLAM LORD Soundtrack,0 .. 20 k,1249,"30 May, 2022"
25,2619590,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",dlc,VD Games,VD Games,Russian Village Simulator: Music Pack,0 .. 20 k,239,"27 Sep, 2023"
26,1537640,"['Single-player', 'Downloadable Content', 'Steam Cloud']",dlc,Mauris,Mauris,Save the Pirate: Love Happens + BONUS,0 .. 20 k,399,"25 Feb, 2021"
27,1537650,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud']",dlc,Mauris,Mauris,Save the Pirate: Tribal Legacy,0 .. 20 k,569,"25 Feb, 2021"
28,1530830,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud']",dlc,Mauris,Mauris,Save the Pirate: Ice age,0 .. 20 k,569,"6 Mar, 2021"
29,1595430,"['Single-player', 'Downloadable Content']",dlc,TypeEh Studios,,DragonRide VR - The Tea Party Music Pack,0 .. 20 k,259,"12 Jun, 2021"
30,1937593,"['Single-player', 'Downloadable Content']",dlc,"DRAGAMI GAMES, LTD.",Clouded Leopard Entertainment,DEMON GAZE EXTRA - Artifact Gem Assortment,0 .. 20 k,299,"25 Apr, 2022"
31,1937594,"['Single-player', 'Downloadable Content']",dlc,"DRAGAMI GAMES, LTD.",Clouded Leopard Entertainment,DEMON GAZE EXTRA - Equipment (Weapons & Armor) Gem Assortment,0 .. 20 k,299,"25 Apr, 2022"
