,appid,category,data_type,main_developer,main_publisher,name,owners,price_eur,release_date
0,1167500,"['Single-player', 'Downloadable Content']",dlc,Blast Programming,Blast Programming,Arsenal Demon Soundtrack,0 .. 20 k,239,"14 Oct, 2019"
1,1424580,[],music,Jeremy Karam,Some Thing Games,NENA Soundtrack,0 .. 20 k,399,"4 Oct, 2020"
2,1664560,[],music,Virtex Edge Design,Virtex Edge Design,Metric Racer Soundtrack,0 .. 20 k,399,"18 Jun, 2021"
3,2010020,['Additional High-Quality Audio'],music,Wompa,,Burnit Quest Soundtrack,0 .. 20 k,499,"16 Jun, 2022"
4,2099500,['Additional High-Quality Audio'],music,Cosmos_,Cosmos_,Keyboard Warrior: Dreamstate Soundtrack,0 .. 20 k,1950,"6 Aug, 2022"
5,1952190,['Additional High-Quality Audio'],music,SWann_P,studiowaterground,Past Particles Soundtrack Part 1,0 .. 20 k,399,"11 May, 2022"
6,1952200,['Additional High-Quality Audio'],music,SWann_P,studiowaterground,Past Particles Soundtrack Part 2,0 .. 20 k,329,"11 May, 2022"
7,1874070,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",dlc,Andrew Nutter666 Jaggar,Andrew Nutter666 Jaggar,Blobbs: Elemental Mayhem,0 .. 20 k,99,"11 Jul, 2022"
8,1874071,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",dlc,Andrew Nutter666 Jaggar,Andrew Nutter666 Jaggar,Blobbs: Mad Science,0 .. 20 k,99,"11 Jul, 2022"
9,2021860,[],music,Andrew Nutter666 Jaggar,,Blobbs Remastered: OST,0 .. 20 k,,"10 Jul, 2022"
10,1452930,[],music,Celery Emblem™,Celery Emblem™,Mezmeratu Soundtrack,0 .. 20 k,399,"23 Nov, 2020"
11,1999110,"['Single-player', 'Downloadable Content']",dlc,小小游戏工作室,,Goddess Of Card War 2 DLC-1,0 .. 20 k,79,"3 Jun, 2022"
12,1999111,"['Single-player', 'Downloadable Content']",dlc,小小游戏工作室,,Goddess Of Card War 2 DLC-2,0 .. 20 k,79,"3 Jun, 2022"
13,880480,"['Single-player', 'Downloadable Content', 'Steam Achievements']",dlc,CSM,W.T.B.,Jetpack Dog - OST,0 .. 20 k,55,"21 Jun, 2018"
