,appid,category,data_type,main_developer,main_publisher,name,owners,price_eur,release_date
0,1239250,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",dlc,stillalive studios,Aerosoft GmbH,Rescue HQ - Coastguard DLC,0 .. 20 k,995,"5 Mar, 2020"
1,1407020,"['Single-player', 'Downloadable Content']",dlc,DSGame,DSGame,Seek Girl V - Patch,0 .. 20 k,,"28 Aug, 2020"
2,1424920,"['Single-player', 'Downloadable Content']",dlc,DSGame,DSGame,Seek Girl V ：Character voice,0 .. 20 k,155,"11 Dec, 2020"
3,1752450,"['Single-player', 'Downloadable Content']",dlc,kaleidoscube,Assemble Entertainment,A Juggler's Tale Digital Artbook,0 .. 20 k,329,"29 Sep, 2021"
4,397010,"['Single-player', 'Downloadable Content', 'Full controller support']",dlc,Guru Games,Good Shepherd Entertainment,Magnetic: Cage Closed - Challenge Map Pack DLC,0 .. 20 k,,"28 Aug, 2015"
5,771490,"['Multi-player', 'PvP', 'Online PvP', 'Downloadable Content']",dlc,RocketSnail,Screenzilla Entertainment,Battle Snails - Snowblaster Kit,0 .. 20 k,999,"19 Dec, 2017"
6,331491,"['Single-player', 'Downloadable Content', 'Steam Trading Cards']",dlc,Dharker Studio,Dharker Studios Ltd,Sword of Asumi - Graphic Novel,0 .. 20 k,99,"3 Nov, 2014"
7,331490,"['Single-player', 'Downloadable Content', 'Steam Trading Cards']",dlc,Dharker Studio,Dharker Studios Ltd,Sword of Asumi - Soundtrack,0 .. 20 k,74,"3 Nov, 2014"
8,331492,"['Single-player', 'Downloadable Content', 'Steam Trading Cards']",dlc,Dharker Studio,Dharker Studios Ltd,Sword of Asumi - Character Creator,0 .. 20 k,99,"3 Nov, 2014"
9,1370740,['Additional High-Quality Audio'],music,CreaTeam,CreaTeam,"20,000 Miles Under the Sea Soundtrack",0 .. 20 k,99,"27 Jul, 2020"
10,378470,"['Single-player', 'Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",dlc,,,SW4-II - Old Costumes Set,0 .. 20 k,699,"29 Sep, 2015"
11,378471,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",dlc,,,SW4-II - BGM Set 1,0 .. 20 k,499,"29 Sep, 2015"
12,378472,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",dlc,,,SW4-II - Edit Parts Set,0 .. 20 k,2199,"29 Sep, 2015"
13,378473,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",dlc,,,SW4-II - Special Costume Set 1,0 .. 20 k,2799,"29 Sep, 2015"
14,378474,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",dlc,,,SW4-II - Horse Set,0 .. 20 k,299,"29 Sep, 2015"
15,378475,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",dlc,,,SW4-II - Special Costume Set 2,0 .. 20 k,2199,"29 Sep, 2015"
16,378476,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",dlc,,,SW4-II - BGM Set 2,0 .. 20 k,399,"29 Sep, 2015"
17,378477,"['Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",dlc,,,SW4-II - Animal Set,0 .. 20 k,299,"29 Sep, 2015"
18,378478,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",dlc,,,SW4-II - Scenario Set,0 .. 20 k,1299,"6 Oct, 2015"
19,379190,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",dlc,,,SW4-II - Weapon Set,0 .. 20 k,399,"6 Oct, 2015"
20,379191,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",dlc,,,SW4-II - Exclusive Costume Set,0 .. 20 k,799,"27 Oct, 2015"
21,272690,"['Single-player', 'Downloadable Content']",dlc,Xiotex Studios,Mastertronic,Blast Em! Source Code,0 .. 20 k,,"22 Jan, 2014"
