,appid,category,data_type,main_developer,main_publisher,name,owners,price_eur,release_date
0,1982850,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Downloadable Content']",dlc,Pastagames,Microids,Arkanoid - Eternal Battle - LIMITED EDITION PACK - TAITO LEGACY,0 .. 20 k,299,"27 Oct, 2022"
1,1982851,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Downloadable Content']",dlc,Pastagames,Microids,Arkanoid - Eternal Battle - Space Scout Pack,0 .. 20 k,199,"27 Oct, 2022"
2,1990920,"['Single-player', 'Downloadable Content', 'Steam Achievements']",dlc,Follow The Fun,,RGB Rush - Accuracy reports,0 .. 20 k,,
3,1882260,"['Single-player', 'Downloadable Content']",dlc,Westwood Associates,SNEG,Eye of the Beholder,0 .. 20 k,,"29 Mar, 2022"
4,1882261,"['Single-player', 'Downloadable Content']",dlc,Westwood Associates,SNEG,Eye of the Beholder II: The Legend of Darkmoon,0 .. 20 k,,"29 Mar, 2022"
5,1882262,"['Single-player', 'Downloadable Content']",dlc,Strategic Simulations,SNEG,Eye of the Beholder III: Assault on Myth Drannor,0 .. 20 k,,"29 Mar, 2022"
6,1874850,"['Single-player', 'Downloadable Content']",dlc,Hunny Bunny Studio,Hunny Bunny Studio,Neko Maid 18+ Adult Only Content,0 .. 20 k,,"17 Jan, 2022"
7,1971850,"['Single-player', 'Downloadable Content', 'Steam Achievements']",dlc,Hunny Bunny Studio,Hunny Bunny Studio,Neko Maid in underwear 18+,0 .. 20 k,,"22 Apr, 2022"
8,1876290,['Additional High-Quality Audio'],music,Glee-Cheese Studio,Digerati ,A Musical Story - Original Soundtrack,0 .. 20 k,399,"4 Mar, 2022"
9,2201080,[],music,Team Nadir,Black Eye Games,Nadir Soundtrack,0 .. 20 k,399,"8 Nov, 2022"
10,2100000,"['Single-player', 'Downloadable Content']",dlc,U-Secret Studio,U-Secret Studio,"SummerDreamLoveStory~""Cyberpunk""FreeWallpapers",0 .. 20 k,,"18 Aug, 2022"
11,2106630,"['Single-player', 'Downloadable Content']",dlc,U-Secret Studio,U-Secret Studio,夏恋幻梦~动态壁纸+CG大图,0 .. 20 k,329,"18 Aug, 2022"
12,2106631,['Single-player'],music,U-Secret Studio,,夏恋幻梦~Theme Song~,0 .. 20 k,79,"18 Aug, 2022"
13,409470,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",music,Brushfire Games,,Shipwreck - Soundtrack,0 .. 20 k,299,"13 Oct, 2015"
14,2120200,['Additional High-Quality Audio'],music,Team OFK,Team OFK,We Are OFK - Pop E.P. by OFK,0 .. 20 k,399,"18 Aug, 2022"
15,2120190,['Additional High-Quality Audio'],music,Team OFK,Team OFK,We Are OFK - Original Score by Omniboi,0 .. 20 k,819,"20 Aug, 2022"
16,1907550,[],music,"Three Bees, Inc.","Three Bees, Inc.",Perfect Tides Original Game Soundtrack,0 .. 20 k,569,"22 Feb, 2022"
17,2002950,[],music,Xion,Odencat,Fishing Paradiso OST,0 .. 20 k,819,"1 Jun, 2022"
18,2395540,[],music,VODKAdemo?,VODKAdemo?,MINDHACK Soundtrack,0 .. 20 k,879,"22 Apr, 2023"
19,2069360,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements']",dlc,Wild Monkey,Freedom Games,Blood and Zombies - Skins Pack 1,0 .. 20 k,499,"26 Jul, 2022"
20,2069361,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements']",dlc,Wild Monkey,Freedom Games,Blood and Zombies - Skins Pack 2,0 .. 20 k,499,"26 Jul, 2022"
21,2064450,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",dlc,Next Stage Inc.,Intragames,Ultra Age - Rebirth Project,0 .. 20 k,,"19 Sep, 2022"
22,2065470,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",dlc,Next Stage Inc.,Intragames,Ultra Age - Digital Concept Artbook,0 .. 20 k,,"19 Sep, 2022"
23,2434280,[],music,Rockodile,Lesser Evil,Death From Above Soundtrack,0 .. 20 k,779,"26 May, 2023"
24,2445500,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",dlc,Rockodile,Lesser Evil,Death From Above: Fellas & Defenders Supporter Skin Pack,0 .. 20 k,199,"7 Sep, 2023"
25,2595360,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",dlc,Rockodile,,Death From Above: Aerorozvidka Skin Supporter Pack,0 .. 20 k,199,"21 Sep, 2023"
26,1853100,[],music,DEVBEEF,DEVBEEF,Title_Pending Original Soundtrack,0 .. 20 k,569,"27 Sep, 2022"
27,2581710,[],music,Invader Studios,Leonardo Interactive,Daymare: 1994 Sandcastle - Digital Soundtrack,0 .. 20 k,,Coming soon
28,1982100,[],music,Coffeenauts,Skystone Games Inc.,Spacelines From The Far Out - Official Soundtrack,0 .. 20 k,329,"10 Jun, 2022"
29,1986610,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Full controller support', 'Remote Play Together']",dlc,Coffeenauts,,Spacelines from the Far Out Digital Artbook,0 .. 20 k,239,"9 Jun, 2022"
30,2199600,[],music,Questions Factory,Questions Factory,Bonding Ambivalence Soundtrack,0 .. 20 k,299,"29 Oct, 2022"
31,2318080,['Additional High-Quality Audio'],music,Digixart,Digixart,Road 96: Mile 0 - Soundtrack,0 .. 20 k,696,"4 Apr, 2023"
32,2322790,"['Single-player', 'Downloadable Content']",dlc,Digixart,Digixart,Road 96: Mile 0 - About a Girl,0 .. 20 k,796,"4 Apr, 2023"
33,1412140,"['Single-player', 'Downloadable Content']",dlc,Memory Card Game,,Memory Card Monsters - Expanded Content 1,0 .. 20 k,99,"15 Sep, 2020"
34,1412830,"['Single-player', 'Downloadable Content']",dlc,Memory Card Game,,Memory Card Monsters - Expanded Content 2,0 .. 20 k,99,"15 Sep, 2020"
35,1416740,"['Single-player', 'Downloadable Content']",dlc,Memory Card Game,,Memory Card Monsters - Expanded Content 3,0 .. 20 k,99,"15 Sep, 2020"
36,1417560,"['Single-player', 'Downloadable Content']",dlc,Memory Card Game,,Memory Card Monsters - Expanded Content 4,0 .. 20 k,99,"15 Sep, 2020"
37,1422170,"['Single-player', 'Downloadable Content']",dlc,Memory Card Game,,Memory Card Monsters - Expanded Content 5,0 .. 20 k,99,"15 Sep, 2020"
38,1422830,"['Single-player', 'Downloadable Content']",dlc,Memory Card Game,,Memory Card Monsters - Expanded Content 6,0 .. 20 k,99,"15 Sep, 2020"
39,1423210,"['Single-player', 'Downloadable Content']",dlc,Memory Card Game,,Memory Card Monsters - Expanded Content 7,0 .. 20 k,99,"15 Sep, 2020"
40,748280,"['Single-player', 'Downloadable Content']",dlc,Klondike Solitaire Kings,Klondike Solitaire Kings,Klondike Solitaire Kings - Money Cat,0 .. 20 k,299,"3 Nov, 2017"
41,749280,"['Single-player', 'Downloadable Content']",dlc,Klondike Solitaire Kings,Klondike Solitaire Kings,Klondike Solitaire Kings - Strongman,0 .. 20 k,299,"7 Nov, 2017"
42,749620,"['Single-player', 'Downloadable Content']",dlc,Klondike Solitaire Kings,,Klondike Solitaire Kings - Three Headed Dragon,0 .. 20 k,299,"8 Nov, 2017"
43,867630,"['Single-player', 'Downloadable Content']",dlc,Match Connect Challenge,,Match Connect Challenge - Monsters Pack 1,0 .. 20 k,99,"23 May, 2018"
44,1055790,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",dlc,NanningsGames,NanningsGames,Hexa Path - Soundtrack,0 .. 20 k,,"25 Mar, 2019"
45,383250,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",dlc,Dark-Spot Studio,,Don'Yoku OST,0 .. 20 k,159,"29 Jun, 2015"
46,1038090,"['Single-player', 'Downloadable Content']",dlc,Cap'N Studios,,Saloon VR - Soundtrack,0 .. 20 k,,"30 May, 2019"
47,400120,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",dlc,Confused Genius,,Xenocide Soundtrack,0 .. 20 k,,"18 Sep, 2015"
48,859470,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",dlc,ALEKSANDER CHEPAIKIN,,7-in-1 Brain Sharpness Bundle - Rotation Table,0 .. 20 k,239,"17 May, 2018"
49,859490,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",dlc,ALEKSANDER CHEPAIKIN,,7-in-1 Brain Sharpness Bundle - Memory Table,0 .. 20 k,239,"17 May, 2018"
50,859540,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",dlc,ALEKSANDER CHEPAIKIN,,7-in-1 Brain Sharpness Bundle - Math Match,0 .. 20 k,239,"17 May, 2018"
51,1234390,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards']",dlc,BUG DUCK GAMES,BUG DUCK GAMES,COLOR DEFENSE - SUPER IDLE PET,0 .. 20 k,499,"28 Jan, 2020"
52,1234391,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards']",dlc,BUG DUCK GAMES,BUG DUCK GAMES,COLOR DEFENSE - SUPER ATTACK PET,0 .. 20 k,499,"29 Jan, 2020"
53,1234392,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards']",dlc,BUG DUCK GAMES,BUG DUCK GAMES,COLOR DEFENSE - PREMIUM ACCOUNT,0 .. 20 k,999,"29 Jan, 2020"
